 -99.90 -99.90 20171003 09 20171003 09 0.10E+01   201  3  3 1.00 1.00 -179.0    0.0 360  89 "CORRELATION MAP"
  1
  17.95  59.41
 50.00    15.00   16  0.1671666E-10   0.1296118E-09   0.4999989E-03
 51.00    15.00   16  0.1813696E-04   0.1262666E-06   0.4987616E-03
 52.00    15.00   16  0.1582730E-02   0.1065773E-04   0.4877332E-03
 53.00    15.00   16  0.7500001E+00   0.5323870E+03   0.2500000E-03
 50.00    16.00   16  0.7821650E-06   0.2906469E-07   0.4997443E-03
 51.00    16.00   16  0.3126340E-01   0.7349796E-05   0.4341305E-03
 52.00    16.00   16  0.9948123E+00   0.1848149E-03   0.2333190E-04
 53.00    16.00   16  0.7499999E+00   0.1255118E-02   0.2500000E-03
 54.00    16.00   16  0.7500000E+00   0.2178254E-01   0.2500000E-03
 50.00    17.00   16  0.2704957E-03   0.7519031E-06   0.4951176E-03
 51.00    17.00   16  0.8701909E+00   0.8078710E-04  -0.3211724E-04
 52.00    17.00   16  0.7656616E+00   0.3205964E-04   0.2394475E-03
 53.00    17.00   16  0.7500001E+00   0.4777064E-04   0.2500000E-03
 54.00    17.00   16  0.7500000E+00   0.2077081E-03   0.2500000E-03
 55.00    17.00   16  0.7500000E+00   0.1013040E-01   0.2500000E-03
 56.00    17.00   16  0.7499999E+00   0.1540330E+01   0.2500000E-03
 57.00    17.00   16  0.7499999E+00   0.5759891E-01   0.2500000E-03
 58.00    17.00   16  0.7500001E+00   0.6681783E-02   0.2500000E-03
 59.00    17.00   16  0.7500001E+00   0.6240733E-05   0.2500000E-03
 50.00    18.00   16  0.6648075E-03   0.1275674E-05   0.4922269E-03
 51.00    18.00   16  0.9324549E+00   0.1447624E-03  -0.3867439E-04
 52.00    18.00   16  0.7532842E+00   0.5100912E-04   0.2478058E-03
 53.00    18.00   16  0.7500000E+00   0.3168307E-04   0.2500000E-03
 54.00    18.00   16  0.7500002E+00   0.4200035E-04   0.2500000E-03
 55.00    18.00   16  0.7500001E+00   0.4297327E-03   0.2500000E-03
 56.00    18.00   16  0.7499999E+00   0.1601685E-03   0.2500000E-03
 57.00    18.00   16  0.7500001E+00   0.1827554E-04   0.2500000E-03
 58.00    18.00   16  0.7500001E+00   0.5226401E-05   0.2500000E-03
 59.00    18.00   16  0.7499999E+00   0.6500412E-05   0.2500000E-03
 50.00    19.00   16  0.1957082E-03   0.5760741E-06   0.4958641E-03
 51.00    19.00   16  0.7098682E+00   0.6512015E-04   0.1405849E-04
 52.00    19.00   16  0.7587212E+00   0.4779152E-04   0.2441516E-03
 53.00    19.00   16  0.7500000E+00   0.4287319E-04   0.2500000E-03
 54.00    19.00   16  0.7499999E+00   0.2838765E-04   0.2500000E-03
 55.00    19.00   16  0.7500000E+00   0.1511050E-04   0.2500000E-03
 56.00    19.00   16  0.7500000E+00   0.7239956E-05   0.2500000E-03
 57.00    19.00   16  0.7500000E+00   0.6670462E-05   0.2500000E-03
 58.00    19.00   16  0.7499999E+00   0.1558538E-04   0.2500000E-03
 59.00    19.00   16  0.7500001E+00   0.1070412E-02   0.2500000E-03
 50.00    20.00   16  0.1349215E-04   0.1568415E-06   0.4989330E-03
 51.00    20.00   16  0.4115305E+00   0.2418706E-04   0.1521746E-03
 52.00    20.00   16  0.7672107E+00   0.1344330E-04   0.2383915E-03
 53.00    20.00   16  0.7500000E+00   0.1127523E-04   0.2500000E-03
 54.00    20.00   16  0.7500000E+00   0.7432550E-05   0.2500000E-03
 55.00    20.00   16  0.7500000E+00   0.6926244E-05   0.2500000E-03
 56.00    20.00   16  0.7500000E+00   0.1710445E-04   0.2500000E-03
 57.00    20.00   16  0.7499999E+00   0.1521626E-03   0.2500000E-03
 58.00    20.00   16  0.7499999E+00   0.5025839E-01   0.2500000E-03
 50.00    21.00   16  0.6240584E-06   0.4773599E-07   0.4997717E-03
 51.00    21.00   16  0.1746174E+00   0.1172383E-04   0.3030988E-03
 52.00    21.00   16  0.8128102E+00   0.1471634E-04   0.2061965E-03
 53.00    21.00   16  0.7499999E+00   0.1192323E-04   0.2500000E-03
 54.00    21.00   16  0.7500000E+00   0.1398632E-04   0.2500000E-03
 55.00    21.00   16  0.7500000E+00   0.7482013E-04   0.2500000E-03
 56.00    21.00   16  0.7500001E+00   0.2147164E-01   0.2500000E-03
 50.00    22.00   16  0.1066276E-07   0.1794627E-07   0.4999702E-03
 51.00    22.00   16  0.3077739E-01   0.1052924E-04   0.4347531E-03
 52.00    22.00   16  0.9531257E+00   0.1358887E-03   0.8445440E-04
 53.00    22.00   16  0.7500001E+00   0.1918086E-03   0.2500000E-03
 54.00    22.00   16  0.7500003E+00   0.8083904E-03   0.2500000E-03
 55.00    22.00   16  0.7500000E+00   0.2917267E+00   0.2500000E-03
 51.00    23.00   16  0.9968869E-03   0.4519052E-04   0.4903916E-03
 52.00    23.00   16  0.4511991E+00   0.1362877E-01   0.1307521E-03
 53.00    23.00   16  0.7500000E+00   0.8608600E+00   0.2500000E-03
 50.00    15.00   17  0.2349834E-05   0.4225388E-07   0.4995563E-03
 51.00    15.00   17  0.7758779E-04   0.6114999E-06   0.4974186E-03
 52.00    15.00   17  0.7741168E-04   0.6461576E-04   0.4974215E-03
 49.00    16.00   17  0.2094915E-06   0.2013370E-07   0.4998678E-03
 50.00    16.00   17  0.6053753E-02   0.2857061E-05   0.4745806E-03
 51.00    16.00   17  0.3883258E+00   0.8503539E-04   0.1651457E-03
 52.00    16.00   17  0.8814856E+00   0.4041521E-02   0.1525616E-03
 53.00    16.00   17  0.7500001E+00   0.1647555E+00   0.2500000E-03
 54.00    16.00   17  0.7500000E+00   0.1473302E+02   0.2500000E-03
 49.00    17.00   17  0.2674503E-04   0.2496640E-06   0.4984938E-03
 50.00    17.00   17  0.3794827E+00   0.5632906E-04   0.1701766E-03
 51.00    17.00   17  0.8133992E+00   0.4535697E-04   0.2057656E-03
 52.00    17.00   17  0.7500631E+00   0.1016928E-03   0.2499579E-03
 53.00    17.00   17  0.7500001E+00   0.3479912E-03   0.2500000E-03
 54.00    17.00   17  0.7500000E+00   0.7948227E-02   0.2500000E-03
 57.00    17.00   17  0.7500000E+00   0.2204259E+02   0.2500000E-03
 58.00    17.00   17  0.7499999E+00   0.4223379E+00   0.2500000E-03
 49.00    18.00   17  0.2554820E-04   0.2761291E-06   0.4985281E-03
 50.00    18.00   17  0.1521218E+00   0.3831149E-04   0.3202646E-03
 51.00    18.00   17  0.7774149E+00   0.4779650E-04   0.2313762E-03
 52.00    18.00   17  0.7499999E+00   0.3432086E-04   0.2500000E-03
 53.00    18.00   17  0.7500000E+00   0.5568417E-04   0.2500000E-03
 54.00    18.00   17  0.7500001E+00   0.4346839E-03   0.2500000E-03
 55.00    18.00   17  0.7500000E+00   0.1714754E-02   0.2500000E-03
 56.00    18.00   17  0.7500001E+00   0.5963698E-03   0.2500000E-03
 57.00    18.00   17  0.7500001E+00   0.4580601E-04   0.2500000E-03
 58.00    18.00   17  0.6501113E+00   0.6955964E-05   0.2246417E-03
 49.00    19.00   17  0.2868290E-07   0.1920937E-07   0.4999511E-03
 50.00    19.00   17  0.1402967E-01   0.5327597E-05   0.4590332E-03
 51.00    19.00   17  0.9362722E+00   0.8390062E-04   0.1023778E-03
 52.00    19.00   17  0.7500176E+00   0.5349192E-04   0.2499883E-03
 53.00    19.00   17  0.7500000E+00   0.3666709E-04   0.2500000E-03
 54.00    19.00   17  0.7500000E+00   0.5636445E-04   0.2500000E-03
 55.00    19.00   17  0.7499999E+00   0.3780095E-04   0.2500000E-03
 56.00    19.00   17  0.7500001E+00   0.1184259E-04   0.2500000E-03
